commentView,commentScore,commentTitle,commentName
俩字  辣鸡,烂片一个  这种剧难道不应该找几个年纪大点的演员来演吗？ 都尼玛什么玩意 我特么是来看剧情的  不是看尼玛小鲜肉的  辣鸡导演 辣鸡演员  什么J8玩意呀？难道现在的国产片已经颓废成这个样子了吗？只能靠这点年轻的演员来吸引脑残粉的注意力了？原著剧情有改动 大家都能理解  你特么的什么玩意都往里加 草  这几个辣鸡演员能演出原著里的气魄吗？,183****4561_m1584,2
颜值高，服装 调色好，剧情太拖拉了！,老九门听名字像军阀名门望族的斗争啊，咋儿女情长这么多。。。强行加戏可耻。。为了陈伟霆和张艺兴的脸坚持着，佛爷的大披风帅呆！服装都很好看，镜头剪辑的零碎，二十集了感觉啥都没看出，支线剧情真多，丫头终于go die 了 演员其实演的挺好的不出席戏，但刷屏太多，当年大师兄刷屏大家都很期待，这就是颜值啊。。希望下集能走上剧情任务，想看发狠的佛爷  妖艳黑化的二月红！！！,手机号是多少呢,10
支持赵丽颖，加油！,走心了。然后是八爷，也是一个鲜明的形象。有点胆小，活泼，有时会耍些小聪明，口是心非这一点特别可爱，很真实。最后还有一个可圈可点... 另外，赵丽颖跟陈伟霆及其它演员在这部戏里面都是演得挺到位的。其次，八爷的人物也是挺鲜活亮点的。这情节和角色都像是鬼吹灯之，艺兴的演技进步挺大的。这种题材的剧不多。但是都还不错的。,爱吃披萨的延陵思源,10
很好看,"可能最开始以为跟盗墓笔记电视剧一个水平，所以老九门正片出来我已经很满足了！！！！    已经超出我的期待值很多了！调色不错，演员也选的很好。最重要的是颜值高啊，盆友们！！颜狗的狂欢！！！我也是原著追完的，真心觉得比盗墓笔记电视剧好多了，毕竟他们年纪都不大，演技是慢慢磨练的，真要一群大叔演，你们会看吗，估计吐槽更严重了，给他们点时间，以后会更好的
",光景orz,10
11,我评10分，但盗墓笔记我评20分。11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,孙星友,10
挺好,还不错，跟盗墓笔记比起来少了点刺激和有幽默，不过多了神秘，风格，画面也很精致，有点电影的感觉，历史味儿挺浓，还是喜欢看下斗，不喜欢政治味道太浓，没劲。什么粽子，什么死人的，棺材大BOSS，最好做的逼真点儿，够刺激，给张大佛爷拔毛发的时候，就想看看手到底怎么了，就是不给画面，着急啊。悬疑情节挺让人好奇，希望可以一件连一件，看个过瘾,bobby029_bd1488,10
很期待的电视剧，没有失望，但是更新太慢！,才看了没几集，吐槽的很多！有人说剧情拖拉，看了几集还不去盗墓。亲，这剧48集，一开始就想看高潮和刺激，你不如看A片！老九门是三叔编剧，虽然不可能完全还原小说的场景，但是作为作者肯定不会让剧情差太远！有人说演员演技不好，呵呵，除了那个日本老女人不喜，其他的我都觉得不错！演员都是三叔选的，肯定都是符合三叔心中的角色的！至少我本来是冲着陈伟霆和赵丽颖来的，结果迷上了张艺兴的二月红，虽然作为新人演技稚嫩，但是那细节表情处理的真是不错，看得出很努力也有进步!总体来说，这部剧很成功，比盗墓笔记好看！就是更新太慢了啊 ！！！！！,箜響殘淗,10
糟糕……,"这更新速度也没谁了，不要告诉我VIP会员要等4个星期才会更新，那颗真是扯了淡！两份给张艺兴，其他就不说了，到处都是BUG，比如第一集要求封锁长沙火车站，然而第二集却说，进入长沙的铁道都被他炸了……，炸了还封锁真任性！这样的BUG数不胜数，我从来没有单独给谁打过分，不过演员的确需要好的导演和编剧，看张艺兴在好先生里表现就不错，到了这里来真不知道咋说，感觉好像横店僵尸片里的那些演员一样，演技浮夸，张艺兴的粉们别骂我啊，其实我还挺喜欢他的尤其是在极限挑战里，但这部剧中的表现真不咋滴，可能是编辑和导演的问题
！",隔壁老王668899,2
好喜欢佛爷和新月啊，佛爷铁骨柔情，又有点呆萌，新月机灵可爱，好般配啊，陈伟霆和赵,好喜欢佛爷和新月啊，佛爷铁骨柔情，又有点呆萌，新月机灵可爱，好般配啊，陈伟霆和赵丽颖演技真的好棒好喜欢佛爷和新月啊，佛爷铁骨柔情，又有点呆萌，新月机灵可爱，好般配啊，陈伟霆和赵丽颖演技真的好棒好喜欢佛爷和新月啊，佛爷铁骨柔情，又有点呆萌，新月机灵可爱，好般配啊，陈伟霆和赵丽颖演技真的好棒好喜欢佛爷和新月啊，佛爷铁骨柔情，又有点呆萌，新月机灵可爱，好般配啊，陈伟霆和赵丽颖演技真的好棒,189****1912_m1826,10
好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的,好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的好喜欢新月小姐，赵丽颖演的好好啊，超喜欢赵丽颖的,189****1912_m1826,10
继续删,"我去，还有人专门删差评的？服，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
",kk546954211,2
这啥年月的事 这是用的那个朝代的制服,"这制服怎么看着不伦不类的,这傻时候国民党制服成这个样子了,看起来像是苏联制服上面挂了个青天白日帽徽 笑倒了! 呵呵!

本来好期待三叔的盗墓系列的!这下被噎到阿!这不是糟践三叔么? 这么好的故事拍成这样!还不如让追剧得人一直追下去,还有个想头!

唉.....................................................................................................................................................",leileier,2
---致最爱的伟霆,"好好看，只是更新好慢，我都等得迫不及待了。最爱陈伟霆，张艺兴，赵丽颖。。。。。赵丽颖跟陈伟霆绝配呐。。
陈伟霆你要是能跟赵丽颖在一起就好了。每次看见剧情你跟赵丽颖在一起时心里莫名的兴奋呐
爱你陈伟霆 爱你陈伟霆 爱你陈伟霆爱你陈伟霆爱你陈伟霆 爱你陈伟霆 爱你陈伟霆 爱你陈伟霆爱你陈伟霆 爱你陈伟霆爱你永远陈伟霆----致最爱的伟霆",kuwei女神,10
自我的评价【勿喷】,这个只是我的个人的评价，虽然第一集被吓了个半死（好尴尬），但是拍的中规中矩，谈不上好，也不算烂片。齐铁嘴演的凑合吧，碎嘴应该但没演出滑头的感觉。张启山没有那种佛爷霸气，只像偶像剧的霸道总裁的 感觉。张艺兴单摆造型还比较有感觉，但演起来还是演技不够啊。导演节奏还可以，就是氛围营造不够。没有拍出预告片的感觉。,可爱热巴,6
拍成这样已经很不错了！,人物刻画的很不错啊，按原著肯定是不现实的，把这部剧当一部剧去看不要当一部小说去看就行了，我觉得已经很好了。棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒棒,186****5050_m2489,10
不但好看，颜值高!!!帅,无论什么电视剧 拍出来的都会有人吐糟的，要拍出一部电视剧来不是那么容易的，如果某些人不喜欢看那 就别看咯，拍成这样不错了，别忘了国家可是禁止盗墓，你要真按原著，谁敢演，谁敢拍，小说是小说，，小说只是你个人的想象   电视剧是电视剧，原著党们冷静点吧，真觉得实在接受不了，可以转台，我们无论 做什么事情都不可能让每一个人都满意的。佛爷在里面帅呆了，越来越喜欢他了！1哈哈，，，女主到现在还没出来呢，你快快出来呀,爱喝啤酒的北堂凝丹,10
垃圾,垃圾吧   剧情还是比较喜欢的  不过演员太年轻了  虽然演得不差  不过不说找50岁的吧  至少要30出头才有味道吧，结果清一色小鲜肉  表示呵呵了   国产电视剧就不能严谨点？ 再来说拍摄上的问题  首先火车出现，守夜的人去查看 发现有很多血 竟然很淡定的继续看 ，而且后面火车里的尸体并没有出血的镜头  血哪里来的？亲兵断手的时候  5毛特效都不用？谁看不出来是背着手的啊？  再说二月花唱戏  第一口型都没对上  第二一脸麻木  精气神呢？  其他的没看了   渣,183****6913_m1538,4
节奏太磨机了，更到16集了还没下墓，成爱情片了。,节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。节奏太磨机了，更到16集了还没下墓，成爱情片了。,爱爬山de诸葛运凡,2
喜欢就是喜欢,非常喜欢看到陈伟霆和赵丽颖一起.艺兴的演技进步最大了。陪他走了那么久知道他很是个努力的孩子，他付出的。他做的，一直是我们的榜样，总之加油。兴迷未来一直都在。再说说老九门，我没有看过原著，但是感觉一开始太拖拉了，演员我都喜欢，这种题材的剧不多。但是都还不错，盗墓还有老久门都认真看了，三叔喜欢小鲜肉。峰峰，杨洋,0周防尊,10
可以，很强势！,可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！可以，很强势！,158****1701_m1753,10
很好啊,这部剧蛮好的！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！为什么都不喜欢呢？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,五彩光芒_qq1393,10
好看,一部电视剧融合盗墓，抗日等多元素，十分的吸引人，而演员们也是十分的鲜肉，型男，还有我家的羊太帅了，爱他不要不要的，这部剧棒的简直无法用言语形容.................................................................................................................................................,爱吃香蕉の成公清绮,10
好戏，好演员,浪费纳税人的钱，sdkflkasjdjsdklajfklsajdklflksdghjhsdkjhgoiewhoirweriwourivmzbvmxbcvmnxbvkjsdfhjkhsdfoiweueoirweioyfiowiodhalkfhsjkdhflksdhoiewurpweurioweufhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhffffffffffffffffffffffffffffffffffffffffffffffffffffff,布帆_qq1524,2
什么东东,智商有限看不懂这电视剧怎么拍的！！浪费题材，呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵额呵呵呵呵呵呵呵呵，140字够了没有abdsjkjfdhf fdshdfklhsdlkflksdhfklhsdklhfshiorewooijeflksdkncksdflksdlkfslkdhfjksdhlkfhweoihiowehfhdslkfhlkdshfklhslkdfhlksdhflkdshfkldhslkfhlksdhflkshdklfheoiuriwe,布帆_qq1524,2
兴兴赞,那些说艺兴演技不好的，你的意思，你比导演厉害，导演瞎！艺兴和鹿晗本来就是好兄弟，韩国练习生就一直住一起，你们能不能两家粉丝别对骂呢，还有好像不管什么电视，里面的演员都有人不喜欢，就不能好好的看电视啦，实在不行，在你不喜欢的人出现时，快进一下不久好了嘛，演员也是人啊！别人说你你会心情好嘛！兴兴赞,183****6515_m1653,10
垃圾啊！！！,吓   怎么能拍出四十八集  看了一集  快进看   还不如拍成电影        起个一样的名字而已     完全没小说人物的性格     毁了三叔的小说了    不如不拍   如果说换了主演就这垃圾电视剧还没抗日神剧好看      脑残粉太多      超级差评0分                   《完全是一分钱的特效     真尼玛垃圾啊   垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾,135****9171_m1165,2
我有话说,感觉有一个桥段写得不好，解九爷让丫头写两封信，一封给张大佛爷，一封给二爷。兴许三叔的原著就是这么写的，解九爷这样说确实显得他机关算尽太聪明，但这样就把丫头的死写得很悲。这两封信如果是她自己要写的，那她本应是个深明大义的忠义烈女，然而是解九爷叫她写的，这么一弄却变成了为二爷继续活下去而死的工具，把解九爷写成了为达目的而冷血无比的人，把丫头纯粹写成了个只有情没有脑子的工具。前边的铺垫确实是说丫头只是单纯的爱二爷，对二爷心理想的事儿不知情（电视剧原话），所以确实用解九爷的说辞作为衔接是非常合理的，但于情理上我不敢多恭维。演员塑造的几个角色，除了齐铁嘴整个过程太过逗逼，陈皮阿四前期就很阴以外，其他的我倒是觉得恰到好处吧，评分的话，8分吧。so be it。,Flying.Dutchman.,8
剧情无聊 动作夸张 场景太假,"关于剧情，我觉得除了颜值高点，并没有什么看点了，从头到尾全是BB个不停
你们看看第二集那佛爷，一个人起码打了十个，是，我承认，确实有人这么能打，你见过一张板凳把人砸倒还能撞飞3个？
最假的就是第三集，34分12秒至17秒，你们看看艺兴头顶上的水景里是啥动物，鲨鱼吗？古代人都能养鲨鱼？现在的人也没这么土豪吧？",9898爱你好吧,2
垃圾的导演和作品,原作很好，很能把读者带入紧张悬疑的境地，而这个电视剧的拍摄，简直是在亵渎原作，作为导演，在拍摄一个好的剧本的时候，首先要有良知和责任感，首先，这不是一部偶像剧，剧中的人物演员的选择，要根据剧中人物所从事的行业来选择，弄一群光鲜亮丽的小白脸儿，这位导演，你以为是走T台呢啊，这样的导演也可以拿着投资人大把的资金，赚取报酬，真是中国影视行业的耻辱。,1119827328,2
缘起盗墓,当初看盗墓的时候虽然感觉也很不错，但是对于九门中的恩恩怨怨总是模模糊糊，字里行间给出的线索也是给人 无限的遐想，这一次三叔终于给力的写出了前传，也算是把这一个坑给填上了。九门中人的恩怨纠葛不断牵引着他们对立而又合作，演绎了一辈又一辈人的盗墓故事，佛爷，二月红，吴老狗，齐铁嘴，解九爷一代；吴三省，谢连环一辈；吴邪一代，三代人演绎了整个盗墓的世界,神月无芳,8
这是抗战偶像剧么？,最大的败笔就是选人上，全篇年轻帅哥，都是父母早亡？一帮黄毛一口一个爷，这是打娘胎里带出来的啊。貌似他们那个年纪老九门没成立吧？八爷是什么东西？管拍马屁的？齐铁嘴变成sb了？还有那个背景音乐，拆个火车门怎么滴了就嗷嗷的，不知道还以为猴王出世了呢。断手的小兵那手本来就是假肢吧，血没有就算了，还说接上就接上了？张大佛爷打群架的时候那歌太他妈恶心了，没歌显示不出多牛逼是吧？一帮要演技没演技，要台词没台词，要特效没特效能好看才怪,187****3270_m1695,2
写个吸引人的标题吧,......................................................................................................................................................................................................................................................................................................,空☞城➹旧☜情,10
《老九门》：如何以正确的姿势收看盗墓剧,"考古迷、历史控、考据癖、陈伟霆粉丝、张艺兴粉丝、赵丽颖粉丝、三叔书迷、盗墓剧着迷者、看热闹不嫌事大网友，这些将《老九门》推上热搜话题的人们能够组成“新九门”了。《老九门》就像是刚端上的一盘色香味俱佳的美食，他们忙不迭的把口水吐槽到菜上，已宣示这盘菜归他了，这就是《老九门》网络和荧幕热播后的现实写照，网友的口水甚至淹没了菜本身的调料。当众说纷纭之际，追根溯源，他们有没有想过《老九门》究竟是一部什么样的电视剧。

 

《老九门》不是历史题材的电视剧，而是架空的悬疑电视剧，兼有盗墓情节，所以有网友指出剧里的事物不符合民国年代的特点纯粹是鸡蛋里挑骨头，有人爱看民国情致，甚至对此颇有研究，但没有必要把这一些强加于一部盗墓剧，1933年只是设置的一个时间点，《老九门》本就是一部小说，更不用说由此改编的电视剧里的增减。

 

谎话说一千遍都会成为真理，更不用说有些网友看了入情入理的三叔的《老九门》，他们或许真以为长沙有九个盗墓家族，上三门已洗白，即为官；平三门多背负骂名，即为贼；下三门多数做生意，即为商。但是长沙历史压根就没有什么“老九门”，倒是有九座城门，可能三叔之所以把发生地放长沙，看中了长沙自战国建城以来城址一直没发生迁移，地下或许埋藏着丰富的宝贝。再者抗日战争时期长沙有过壮怀激烈的长沙保卫战，这些内容都能与几大人物联系。

 

书和电视剧的审查尺度也是不同的，书相对比较宽松，而电视剧的审查更为严格，书里用文字描绘的惊恐场景，网友会有各自遐想，但是回到大众的荧幕上，有的是电视剧所不能表现的，所以会让有些想把《老九门》当大银幕恐怖片看的观众落了空。盗墓的情节怎么出现，以什么理由出现、怎么样显得不那么突兀，这也是一部盗墓剧所要考虑的，谁都想让情节紧凑直接到地下将三叔的描述变成画面，但是这一些都是要有铺垫的，更何况有更多观众压根就没有看过《老九门》原著，人物关系、时代背景什么总是要向他们交待清楚。接着电视剧的情节就会加快。",牛慧_qq1980,8
本想用一个难看贯彻始终，你却偏偏要我说140,表示如果可以我真想打负分，真心是第一次充会员就为看老九门，但事实告诉我，太天真了，应该吧免费的看完了再说其他的。白瞎我的期待，剧情拖沓逻辑死绝，刚刚看评论找到一句话很赞同如果不是豪华的明星阵容这剧早就死翘翘了。表示看了八集我都不知道看了什么。而且八爷的人设妥妥弄成一话多二百五，你这是骗谁那，如果八爷就这角色能在老九门有一席之地？你找笑点可以但别让人看到就烦呗。骑个摩托拉杆都没抬起你当我傻呀，还有各种为耍帅的剧情我也只能呵呵了，拜托盗墓笔记这本小说明明很好看的，为啥拍成电视都成坑，心好累。。。弃剧了再贱,187****8562_m1106,2
为陈伟霆和赵丽颖来的,就喜欢他们两个人，不但演技超群，更是美女帅哥一枚，好养眼，我喜欢的明星就是靠自己的实力走到今天，永远支持你们。话说张艺兴的演技真的很好，之前真的不认识这个人，但是在这上面看到他的演技真的很佩服，也改变了对他这个人的看法。但是我们佛爷还是最棒的。其他的那些人都是路人甲乙丙丁，看都不屑。长得丑就算了还坏，简直了。,爱喝粥の东郭忆敏,10
小哥与佛爷的关系,小哥是族长。佛爷是脱离了家族的张家人后裔张启山的祖父是张瑞桐，而张启山的父亲有五个兄弟姐妹，张启山还有一个同辈兄弟，姓名不明。因为张起灵是已经知道姓名的。所以事实上张起灵是张启山父亲那一辈的。故张起灵比张启山年龄要大。小说中记载张启山一族源于东北长白山一带，是个自中国历史开端时期就存在的 直到后来有个猎户女儿怀了张家的孩子。本来这个孩子是要被张家杀掉的，孩子的父亲用一只手的代价保下了孩子性命，带着妻儿离开张家。按照吴邪在张家古楼发现的族谱，张启山的祖父是前代张起灵，这对夫妻就应该是他的父母。后来张家分崩离析之时，张启山应该收留了一部分本家的族人，这些人就是张启山的亲兵团“张家军”。所以张启山虽是张家后人，却是上代张家族长张起灵（张瑞桐）儿子与普通人的混血所生，是被逐出张家的旁支，后来从东北南迁至长沙落户，成为长沙九个盗墓世家之首。张启山只是张家的一个分支，但就是这个分支成就了盗墓九大世家的诞生，也就是“老九门”  小哥张起灵是末代张家族长，那么这标志着，张启山这个分支被赶走的时候，张起灵应该已经诞生了 ,爱吃零食の第五云梦,10
垃圾,垃圾中的战斗垃圾啊！！骗取会员的钱来放这些垃圾片~~真TM的恶心！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,爱背单词的左丘依辰,2
不针对，不浮躁,想想现在的电视剧吧，这也不算太差吧？比起盗墓笔记，我觉得已经好了太多太多。客观点，觉得不好看，不看便是？其实整体已经算是不错的了。故事的发展，完全是根据火车引入的线索。有人觉得那师娘不重要，其实错了，她是二月红出山的关键，也是后来陈皮啊四性情变得更残暴的主要因素。有人是为了看盗墓而来的，请注意，如果完全是以盗墓为主题，在天朝是会被禁播，不被通过的。只有以抗日为理由，才能引出后来的进矿山，后来的为救人而盗墓，必须有正能量！就好像：“我要把牛头交给国家”,靳梦羽,10
we are one~~,艺兴加油！棒棒哒，我们的小骄傲你一直都很努力，从出道到现在经历了很多，受了很多苦，exo永远都是12个人，永远不会分开，即使不会在一起，但是我们的心在一起啊~！行星饭会一直陪着哥哥们，不论发生什么我们都会陪着你们。exo永远都是exo-l的家，希望哥哥们可以屏蔽那些不好的事情，不好的语言。我们一起成长！我会做一个让哥哥们骄傲的饭~行星永不脱饭！,舒萌萌_qq1309,10
如今的影视剧已看不出早年从业人员的认真严谨 ,现在影视剧选角完全不顾演员是否能hold住角色 1水鲜肉有颜值即可 各种狂拽炫酷吊炸天 剧情逻辑是浮云 近年太多热剧皆是如此 这是从业人士的堕落迂腐不负责  国内观众好糊弄又何必太认真 演员是较无辜的 特别年轻的有戏自然接 有钱赚 知名度 能磨炼 也是国内观众没得选择和盲目追星 因此我们也不配拥有更高质量的作品,shuoshua_1297,4
超棒,"看我评论
，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，
，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，
没啥说的了",138****8768_m2704,10
呵呵,呵呵，看不下去了 ，，，，，，不想说烂片，不过真的是烂了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,Queen妞小妞,4
老九门怎么样,一流的剧本，二流的演员，三流的编剧，四流的特效，五流的演技，拍摄出来的电视剧绝对好不到哪里去。如今已经出了这么多急了，整部电视唯一吸引人的地方只有探墓，好像我就是为探墓来看的，可是探墓根本就没有几集，大量的时间在吐槽，谈情，势力角逐之类的，我觉得这是一个谈情说爱勾心斗角的电视剧，可以不用探墓了，,爱玩保龄球de公户天巧,2
喜欢赵丽颖和陈伟霆一对,不仅现在剧里如此，而且现实生活中也要在一起，人物性格很般配，样子也配，门当户对，挺好，希望他们永远在一起！！！！！！！！！二月红演的虽然不怎么好，但是有些地方很好，关心丫头那一段，觉得艺兴在进步，在努力，九爷也演的很聪明，八爷是喜剧担当，总之，人物性格鲜明，这部剧挺好，应该比盗墓笔记好看吧，你们觉得呢？？？,小灰灰的女朋友,10
原著档？偶像粉丝？都不是。,良心评论。从1集开始到后面16集左右情节和演技都是不错的。毕竟剧本难度很大，虽然我是忠于原著，但是毕竟是电视剧么不能指望是多么正统，。但是下墓以后。，这剧情以及进度确实无奈。越期待，越无奈。具体的也不远多提了。抛开粉丝的无脑和喷子的无趣，这周4集。我看不下去。真心看不下。算了。6分 只是给前面几集。不管喷我还是如何。这剧本毁了。,捏呵呵,6
这个和老九门有屁关系,"能不能给零分？第一，二集还算有点悬念，从第三集到16集尼玛的，就是取个药死个人需要拍那么多集吗？这不是一句话就解决的事，需要铺垫叙述那么多吗？
这是要拍成偶像剧吗？学韩剧？
实在看着看着看不下去了，难得追一下国内的剧，竟然排成这样。。。
为啥要选张艺兴做二爷，包括演佛爷的，这种电视剧就应该选资格老的才演的出成分。这头发挑一挑算啥，一点老九门的味道也没有。
看来看去都是错！
纯粹一SB剧！
",zhji811,2
辣鸡   ,国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，国产剧就因为脑财粉才拍不好，,2345256935,2
陈伟霆,军装太帅了    看老九门完全被张大佛爷吸引了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！看老九门完全被张大佛爷吸引了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！看老九门完全被张大佛爷吸引了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！看老九门完全被张大佛爷吸引了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！陈伟霆太帅了！,威廉1121,10
狗血剧,毫无逻辑的剧情，传说中的盗墓高手二月红，原谅我不知道他厉害在那？我是一个人吗 竟然连他自己的徒弟都不如，下个墓都是张启山出谋划策，二月红就知道我祖上。张启山去抓人，欠揍牛逼吹的挺好，怎么怎么不是对手，结果就这样拿下了二月红，张启山那么牛逼的人这么容易就被陆建勋傻蛋扳倒。我真心无法接受   。破剧情坏了中国电视剧的名声,双鱼小姐__,2
